"kanji","hanviet","radical","stroke","onyomi","level","kunyomi","meaning"
款,KHOẢN,KHIẾM【欠】,12,カン,N1,"",điều khoản
扶,PHÙ,THỦ【手】,7,フ,N1,"","phù hộ, phù trợ"
弔,"ĐIẾU,ĐÍCH",CỔN【丨】,4,チョウ,N1,ともら.う,phúng điếu
扉,PHI,HỘ【戸】,12,ヒ,N1,とびら,cái cửa
掌,CHƯỞNG,TIỂU【小】,12,ショウ,N1,"",lòng bàn tay
朽,HỦ,MỘC【木】,6,キュウ,N1,く.ちる,bất hủ
硫,LƯU,THẠCH【石】,12,リュウ,N1,"",lưu huỳnh
猿,VIÊN,KHUYỂN【犬】,13,エン,N1,さる,con khỉ
礁,TIỀU,THẠCH【石】,17,ショウ,N1,"",đá ngầm
陪,BỒI,PHỤ【阜】,11,バイ,N1,"",bồi thẩm đoàn
嘱,CHÚC,KHẨU【口】,15,ショク,N1,"",dặn
醸,NHƯỠNG,DẬU【酉】,20,ジョウ,N1,かも.す,gây nên
敢,CẢM,PHỘC【攴　攵】,12,カン,N1,"","dám, dũng cảm"
嗣,TỰ,KHẨU【口】,13,シ,N1,"",thừa kế
暁,HIỂU,NHẬT【日】,12,ギョウ、キョウ,N1,あかつき、さと.る,bình minh
猟,LIỆP,KHUYỂN【犬】,11,リョウ、レフ,N1,"",săn bắn
胎,THAI,NHỤC【肉　月】,9,タイ,N1,"",bào thai
胴,ĐỖNG,NHỤC【肉　月】,10,ドウ,N1,"",thân hình
塊,KHỐI,THỔ【土】,13,カイ、ケ,N1,かたまり,đống
絹,QUYÊN,MỊCH【糸】,13,ケン,N1,きぬ,lụa
紺,CÁM,MỊCH【糸】,11,コン,N1,"",xanh đậm
憩,KHẾ,TÂM【心】,16,ケイ,N1,いこ.い、いこ.う,nghỉ ngơi
厘,"LY,LI",HÁN【厂】,9,リン,N1,"",một li
屯,"ĐỒN,TRUÂN",ẤT【乙】,4,トン,N1,"",đồn trú
挿,THÁP,THỦ【手】,10,ソウ,N1,さ.す,cho vào
斗,ĐẤU,ĐẨU【斗】,4,ト、トウ,N1,"",một đấu
摂,NHIẾP,THỦ【手】,13,セツ、ショウ,N1,"","nhiếp chính, nhiếp thủ"
乙,ẤT,ẤT【乙】,1,オツ、イツ,N1,"",can Ất
剖,PHẪU,ĐAO【刀】,10,ボウ,N1,"","phẫu thuật, giải phẫu"
詠,VỊNH,NGÔN【言】,12,エイ,N1,よ.む,"ngâm thơ, vịnh"
睡,THỤY,MỤC【目】,13,スイ,N1,"","ngủ, thụy miên"
侍,THỊ,NHÂN【人】,8,ジ、シ,N1,さむらい,"người hầu, thị lang"
酪,LẠC,DẬU【酉】,13,ラク,N1,"","sản phẩm sữa, nước quả ép"
汽,KHÍ,THỦY【水】,7,キ,N1,"","không khí, hơi"
奔,BÔN,ĐẠI【大】,8,ホン,N1,"","chạy, bôn tẩu"
岬,GIÁP,SƠN【山】,8,コウ,N1,みさき,mũi đất
羊,DƯƠNG,DƯƠNG【羊】,6,ヨウ,N1,ひつじ,"con dê, con cừu"
吟,NGÂM,KHẨU【口】,7,ギン,N1,"","ngâm, ngân nga"
帆,PHÀM,CÂN【巾】,6,ハン,N1,ほ,cánh buồm
奴,NÔ,NỮ【女】,5,ド,N1,"","nô lệ, nô dịch"
糾,CỦ,MỊCH【糸】,9,キュウ,N1,"",buộc dây
茎,HÀNH,THẢO【艸】,8,ケイ、キョウ,N1,くき,thân cây cỏ
喝,HÁT,KHẨU【口】,11,カツ,N1,"",mắng
忌,KỴ,KỶ【己】,7,キ,N1,い.む、い.まわしい,"ghét, kiêng kị, cấm kị"
抗,KHÁNG,THỦ【手】,7,コウ,N1,"","chống lại, đề kháng, kháng chiến"
坑,KHANH,THỔ【土】,7,コウ,N1,"",hố đào
禅,THIỀN,THỊ【示】,13,ゼン、セン,N1,"",thiền tọa
閑,NHÀN,MÔN【門】,12,カン,N1,"","an nhàn, nhàn rỗi"
逓,ĐỆ,SƯỚC【辷】,10,テイ,N1,"","đệ trình, gửi đi"
逝,THỆ,SƯỚC【辷】,10,セイ,N1,ゆ.く,chết
愉,DU,TÂM【心】,12,ユ,N1,"","sảng khoái, du khoái"
迅,TẤN,SƯỚC【辷】,6,ジン,N1,"","nhanh chóng, thông tấn"
癖,PHÍCH,NẠNH【疒】,18,ヘキ,N1,くせ,"tật, tật xấu"
慌,HOẢNG,TÂM【心】,12,コウ,N1,あわ.てる、あわ.ただしい,"hốt hoảng, hoảng loạn"
抹,MẠT,THỦ【手】,8,マツ,N1,"","bột, mài thành bột"
錬,LUYỆN,KIM【金】,16,レン,N1,"","tinh luyện, rèn luyện"
遮,GIÀ,SƯỚC【辷】,14,シャ,N1,さえぎ.る,cản trở
硝,TIÊU,THẠCH【石】,12,ショウ,N1,"",kiềm nitrade
尉,UÝ,PHIỆT【丿】,11,イ、ジョウ,N1,"","cấp úy, trung úy"
勅,SẮC,LỰC【力】,9,チョク,N1,いまし.める、みことのり,sắc lệnh
隷,LỆ,ĐÃI【隶】,16,レイ,N1,"","nô lệ, lệ thuộc"
錠,ĐĨNH,KIM【金】,16,ジョウ,N1,"","viên thuốc, khóa"
拙,CHUYẾT,THỦ【手】,8,セツ,N1,"","vụng về, dở"
迭,ĐIỆT,SƯỚC【辷】,8,テツ,N1,"",luân phiên
擬,NGHĨ,THỦ【手】,17,ギ,N1,"",bắt chước
翁,ÔNG,BÁT【八】,10,オウ,N1,"",ông già
肪,PHƯƠNG,NHỤC【肉　月】,8,ボウ,N1,"","béo, phương phi"
鋳,CHÚ,KIM【金】,15,チュウ、イ、シュ、シュウ,N1,い.る,đúc
蚕,TẰM,NHẤT【一】,10,サン、テン,N1,かいこ,con tằm
塀,BIÊN,THỔ【土】,12,ヘイ、ベイ,N1,"",hàng rào
愁,SẦU,TÂM【心】,13,シュウ,N1,うれ.い、うれ.える,"buồn bã, sầu muộn"
卑,"TY,TI",PHIỆT【丿】,9,ヒ,N1,いや.しめる／しむ、いや.しい,"thấp kém, ti tiện, tự ti"
慕,MỘ,THẢO【艸】,14,ボ,N1,した.う,"hâm mộ, ái mộ"
庸,DUNG,NGHIỄM【广】,11,ヨウ,N1,"","bình thường, dung tục, trung dung"
藻,TẢO,THẢO【艸】,19,ソウ,N1,も,tảo biển
窯,DIÊU,HUYỆT【穴】,15,ヨウ,N1,かま,lò nung
嬢,NƯƠNG,NỮ【女】,16,ジョウ,N1,"",cô nương
渓,KHÊ,THỦY【水】,11,ケイ、ケ,N1,たにがわ,"thung lũng, khê cốc"
峠,ĐÈO,SƠN【山】,9,"",N1,とうげ,đèo
痢,LỴ,NẠNH【疒】,12,リ,N1,"",bệnh lị
襟,KHÂM,Y【衣】,18,キン,N1,えり,"vạt áo, cổ áo"
禍,HỌA,THỊ【示】,13,カ,N1,"",tai họa
漆,TẤT,THỦY【水】,14,シツ,N1,うるし,sơn
孔,KHỔNG,TỬ【子】,4,コウ,N1,"",lỗ hổng
繕,THIỆN,MỊCH【糸】,18,ゼン,N1,つくろ.う,cải thiện
楼,LÂU,MỘC【木】,13,ロウ,N1,"","tòa nhà, nhà lầu"
畔,BẠN,ĐIỀN【田】,10,ハン,N1,"",ruộng lúa
嫡,ĐÍCH,NỮ【女】,14,チャク、テキ,N1,"","chính thê, đích tôn"
斥,XÍCH,PHIỆT【丿】,5,セキ,N1,"",bài xích
泌,"TIẾT,BÍ",THỦY【水】,8,ヒツ、ヒ,N1,"","rỉ ra, tiết ra"
蛍,HUỲNH,TRÙNG【虫】,11,ケイ,N1,ほたる,"đom đóm, huỳnh quang"
侮,"VŨ,VỤ",NHÂN【人】,8,ブ,N1,あなど.る,"sỉ nhục, vũ nhục"
棺,QUAN,MỘC【木】,12,カン,N1,"",quan tài
幽,U,CỔN【丨】,9,ユウ,N1,"","tối tăm, u tối"
謹,CẨN,NGÔN【言】,17,キン,N1,つつし.む,kính cẩn
凸,ĐỘT,CỔN【丨】,5,トツ,N1,"",lồi
醜,XÚ,DẬU【酉】,17,シュウ,N1,みにく.い,xấu xí
婿,TẾ,NỮ【女】,12,セイ,N1,むこ,con rể
賊,TẶC,BỐI【貝】,13,ゾク,N1,"","trộm cướp, đạo tặc"
姻,NHÂN,NỮ【女】,9,イン,N1,"",hôn nhân
租,TÔ,HÒA【禾】,10,ソ,N1,"","thuế, tô thuế"
褒,BAO,ĐẦU【亠】,15,ホウ,N1,ほ.める,khen ngợi
堪,KHAM,THỔ【土】,12,カン、タン,N1,たえ.る,chịu đựng được
叔,THÚC,HỰU【又】,8,シュク,N1,"","chú, bác, thúc phụ"
寡,QUẢ,MIÊN【宀】,14,カ,N1,"","cô quả, quả phụ"
矯,KIỂU,THỈ【矢】,17,キョウ,N1,た.める,"sửa cho đúng, kiểu chính"
嚇,HÁCH,KHẨU【口】,17,カク,N1,"","nạt nộ, hách dịch"
蚊,VĂN,TRÙNG【虫】,10,ブン,N1,"",con muỗi
殉,TUẪN,NGẠT【歹】,10,ジュン,N1,"","chết vì đạo, tuẫn tiết"
栓,"XUYÊN,THEN",MỘC【木】,10,セン,N1,"",then cài
窃,THIẾT,HUYỆT【穴】,9,セツ,N1,"",trộm cắp
搾,TRÁ,THỦ【手】,13,サク,N1,しぼ.る,"ép, vắt"
賜,TỨ,BỐI【貝】,15,シ,N1,たまわ.る,ban tặng
渇,KHÁT,THỦY【水】,11,カツ,N1,かわ.く,"khát, khát vọng"
罷,BÃI,VÕNG【网】,15,ヒ,N1,"","hủy bỏ, bãi bỏ"
霜,SƯƠNG,VŨ【雨】,17,ソウ,N1,しも,sương mù
唇,THẦN,THÂN【辰】,10,シン,N1,くちびる,môi
酌,CHƯỚC,DẬU【酉】,10,シャク,N1,く.む,chuốc rượu
蛮,MAN,ĐẦU【亠】,12,バン,N1,"","man di, dã man"
耗,"HAO,HÁO",LỖI【耒】,10,モウ、コウ、カウ,N1,"","tiêu hao, hao mòn"
拷,KHẢO,THỦ【手】,9,ゴウ,N1,"","tra khảo, tra tấn"
堕,ĐỌA,THỔ【土】,12,ダ,N1,お.ちる、くず.す、くず.れる,"rơi xuống, xa đọa"
凹,AO,KHẢM【凵】,5,オウ,N1,へこ.ます／ませる、へこ.まる、へこ.む、くぼ、ぼこ,lõm
逐,TRỤC,SƯỚC【辷】,10,チク,N1,"","đuổi theo, khu trục"
附,PHỤ,PHỤ【阜】,8,フ,N1,"","đính kèm, phụ lục"
厄,ÁCH,HÁN【厂】,4,ヤク,N1,"",tai ách
侯,HẦU,NHÂN【人】,9,コウ,N1,"","tước hầu, hầu tước"
升,THĂNG,PHIỆT【丿】,4,ショウ,N1,ます,"đấu, cái đấu (để đong)"
雌,THƯ,CHỈ【止】,14,シ,N1,めす、め,con cái (<>con đực)
爵,TƯỚC,TRẢO【爪】,17,シャク,N1,"","tước hiệu, quan tước"
桟,SẠN,MỘC【木】,10,サン、セン,N1,かけはし、たな,giá để đồ
衷,TRUNG,CỔN【丨】,9,チュウ,N1,"",ở giữa
鐘,CHUNG,KIM【金】,20,ショウ,N1,かね,cái chuông
倣,"PHỎNG,PHÓNG",NHÂN【人】,10,ホウ,N1,なら.う,mô phỏng
煩,PHIỀN,HỎA【火】,13,ハン、ボン,N1,わずら.う、わずら.わす,phiền muộn
妄,"VỌNG,VÕNG",ĐẦU【亠】,6,モウ、ボウ,N1,みだ.りに,"sằng, càn, vô căn cứ"
抄,SAO,THỦ【手】,7,ショウ,N1,"","viết rõ ràng, tổng kết"
婆,BÀ,NỮ【女】,11,バ,N1,"",bà già
韻,VẬN,ÂM【音】,19,イン,N1,"","vần, âm vận"
儒,NHU,NHÂN【人】,16,ジュ,N1,"",nho giáo
芋,DỤ,THẢO【艸】,6,ウ,N1,いも,khoai
帥,"SÚY,SOÁI,SUẤT",CỔN【丨】,9,スイ,N1,"",tướng soái
惰,"ĐỌA,NỌA",TÂM【心】,12,ダ,N1,"",lười biếng
某,MỖ,CAM【甘】,9,ボウ,N1,"",~ nào đó
賦,PHÚ,BỐI【貝】,15,フ、ブ,N1,"","thơ phú, thiên phú"
壱,NHẤT,THỔ【土】,7,イチ、イツ,N1,"","số một, một (thay cho 一)"
痘,ĐẬU,NẠNH【疒】,12,トウ,N1,"",thủy đậu (bệnh)
褐,"HẠT,CÁT",Y【衣】,13,カツ,N1,"",màu nâu
倹,KIỆM,NHÂN【人】,10,ケン,N1,"",tiết kiệm
薪,TÂN,THẢO【艸】,16,シン,N1,たきぎ,củi
宵,TIÊU,MIÊN【宀】,10,ショウ,N1,よい,"đầu tối, nguyên tiêu"
繭,KIỂN,THẢO【艸】,18,ケン,N1,まゆ,lông mày
詔,CHIẾU,NGÔN【言】,12,ショウ,N1,みことのり,chiếu chỉ của vua
漸,"TIỆM,TIÊM",THỦY【水】,14,ゼン,N1,"","dần dần, tiệm cận"
吏,LẠI,PHIỆT【丿】,6,リ,N1,"","quan lại, thư lại"
弧,HỒ,CUNG【弓】,9,コ,N1,"","cung, cánh cung"
畝,MẪU,ĐẦU【亠】,10,ホ、ボウ、ム、モ,N1,うね、せ,mẫu (đo diện tích)
丙,BÍNH,NHẤT【一】,5,ヘイ,N1,"",can bính (can thứ 3)
銑,TIỂN,KIM【金】,14,セン,N1,"",gang
塑,TỐ,THỔ【土】,13,ソ,N1,"",đắp tượng
劾,HẶC,LỰC【力】,8,ガイ,N1,"",luận tội
濫,LẠM,THỦY【水】,18,ラン,N1,"","làm quá, lạm dụng"
墾,KHẨN,THỔ【土】,16,コン,N1,"",khai khẩn
謄,ĐẰNG,NHỤC【肉　月】,17,トウ,N1,"",sao chép
但,ĐẢN,NHÂN【人】,7,タン,N1,ただ.し,"nhưng, do đó"
箇,CÁ,TRÚC【竹】,14,カ、コ,N1,"","cá thể, cá nhân"
謁,YẾT,NGÔN【言】,15,エツ,N1,"",yết kiến
頒,BAN,HIỆT【頁】,13,ハン,N1,"","ban bố, ban phát"
崇,SÙNG,SƠN【山】,11,スウ,N1,"","tôn sùng, sùng bái"
璽,TỶ,NHẤT【一】,19,ジ,N1,"","con dấu của vua, quốc tỉ"
錘,"TRUY,TRÚY",KIM【金】,16,スイ,N1,つむ,quả cân
虞,NGU,HỔ【虍】,13,グ,N1,おそれ,lo lắng
遵,TUÂN,SƯỚC【辷】,15,ジュン,N1,"","tuân theo, tuân phục"
弐,NHỊ,NHẤT【一】,6,ニ、ジ,N1,"",số hai (thay cho 二 trên tiền giấy)
勺,CHƯỚC,BAO【勹】,3,シャク,N1,"","gáo múc, <đơn vị đo>"
且,THẢ,NHẤT【一】,5,ショ、ソ、ショウ,N1,かつ,"và, hơn nữa"
脹,TRƯỚNG,NHỤC【肉　月】,12,チョウ,N1,"","nở ra, bành trướng"
斤,CÂN,CÂN【斤】,4,キン,N1,"","cân (kilo), cái rìu"
匁,CHỈ,PHIỆT【丿】,4,　,N1,もんめ,<đơn vị đo khối lượng>
朕,TRẪM,NHỤC【肉　月】,10,チン,N1,"",trẫm (nhân xưng của vua)
爪,TRẢO,TRẢO【爪】,4,ソウ,N0,つめ、つま-,"móng, vuốt"
匂,MÙI,BAO【勹】,4,"",N0,にお.う、にお.わす／わせる、にお.い,"mùi thơm, bốc mùi, mùi"
叱,SẤT,KHẨU【口】,5,シツ、シチ,N0,しか.る,"mắng mỏ, khiển trách"
瓦,NGÕA,NGÕA【瓦】,5,ガ,N0,かわら、ぐらむ,"ngói, gram"
尻,KHÀO,THI【尸】,5,コウ,N0,しり,"mông, xương cụt, đáy, cuối"
旦,ĐÁN,NHẬT【日】,5,タン、ダン,N0,"","buổi sáng, sớm"
汰,"THÁI,THẢI",THỦY【水】,7,タ、タイ,N0,すす.ぐ、はな.はだしい、なみ,"đổ nước nhiều và mạnh, đãi cát, đào thải, lọc bỏ, quá, nước tràn"
沙,SA,THỦY【水】,7,サ、シャ,N0,いさご、すな,"cát, bãi cát, gạn, sa thải"
那,NA,ẤP【邑】,7,ナ、ダ,N0,"","gì?, nhiều, an nhàn, xinh"
呂,LỮ,KHẨU【口】,7,ロ、リョ,N0,"",xương sống: chống cự
宛,UYỂN,MIÊN【宀】,8,エン,N0,あ.てる,"nhỏ bé, viết (thư)"
狙,THƯ,KHUYỂN【犬】,8,ソ、ショ,N0,ねら.う、ねら.い,"khỉ đột, nhằm đến, tìm, mục đích"
奈,NẠI,ĐẠI【大】,8,ナ、ナイ、ダイ,N0,"",làm sao ?
岡,CƯƠNG,QUYNH【冂】,8,コウ,N0,おか,"đồi, mô đất"
股,CỔ,NHỤC【肉　月】,8,コ、ク,N0,もも、また,"bắp đùi, hình chạc, phân nhánh, phân ngành (đảng phái, tổ chức), cạnh góc vuông dài trong tam giác vuông, cổ phần góp vốn"
呪,CHÚ,KHẨU【口】,8,ジュ、シュ、シュウ,N0,まじな.う、のろ.う、まじない、のろ.い,"nguyền rủa, lời nguyền rủa"
枕,CHẨM,MỘC【木】,8,チン、シン,N0,まくら,cái gối
拶,"TẠT,TÁN",THỦ【手】,9,サツ,N0,せま.る,sắp xảy ra
眉,MI,MỤC【目】,9,ビ、ミ,N0,まゆ,lông mày
俺,YÊM,NHÂN【人】,10,エン,N0,おれ,"tôi, tao"
袖,TỤ,Y【衣】,10,シュウ,N0,そで,"tay áo, túi trong tay áo, cánh (toà nhà)"
凄,THÊ,BĂNG【冫】,10,セイ、サイ,N0,さむ.い、すご.い、すさ.まじい,"khủng khiếp, dễ sợ, đáng kinh ngạc, vĩ đại, kỳ diệu, dữ tợn, kinh khủng, kinh ngạc, vô lý"
釜,PHỦ,PHỤ【父】,10,フ,N0,かま、かなえ,"ấm, bình (sắt), cái đỉnh, bình ba chân"
脇,HIẾP,NHỤC【肉　月】,10,キョウ,N0,わき,"cách khác, chỗ khác, bên cạnh, hỗ trợ"
挨,"AI,ẢI",THỦ【手】,10,アイ、エ,N0,せま.る,"đến gần, chen liền nhau, lần lượt đến nhau"
曽,TẰNG,BÁT【八】,11,ソウ、ソ、ゾウ,N0,かつ.て、かっ.て,"từng trải, nguyên cựu, không bao giờ"
爽,SẢNG,PHIỆT【丿】,11,ソウ,N0,さわ.やかな,"làm sảng khoái, sáng"
崖,NHAI,SƠN【山】,11,ガイ、ゲ、ギ,N0,がけ、きし、はて,"vách đá dốc đứng, bờ biển dốc đứng"
頃,KHOẢNH,TRỦY【匕】,11,ケイ、キョウ,N0,ころ、ころ.しも,"chốc lát, khoảng, về phía, khi nào, trong khi, đúng lúc đó"
嵐,LAM,SƠN【山】,12,ラン,N0,あらし,"hơi núi, bão tố"
椅,"KỶ,Ỷ",MỘC【木】,12,イ,N0,"",ghế có tựa
喉,HẦU,KHẨU【口】,12,コウ,N0,のど,cổ họng
僅,CẨN,NHÂN【人】,12,キン、ゴン,N0,わずか,"duy nhất, đơn thuần, nhỏ bé, số lượng nhỏ"
腫,THŨNG,NHỤC【肉　月】,13,シュ、ショウ,N0,は.らす、は.れる,"khối u, mụn, sưng lên, bị sưng, trương lên"
腎,THẬN,NHỤC【肉　月】,13,ジン,N0,"",quả thận
頓,ĐỐN,HIỆT【頁】,13,トン、トツ,N0,とみ、にわかに,đột nhiên
裾,"CƯ,CỨ",Y【衣】,13,キョ、コ,N0,すそ、おご.る,"vạt áo, phần dưới của áo, kiêu căng, ngạo mạn, như 倨, rủ thẳng xuống"
蓋,CÁI,THẢO【艸】,13,ガイ、カイ、コウ,N0,ふた、けだ.し,"che, nắp, có thể, cuối cùng"
誰,THÙY,NGÔN【言】,15,スイ,N0,だれ、た、たれ,"ai, hậu tố tính từ cho một người(adjectival suffix for a person)"
膝,TẤT,NHỤC【肉　月】,15,シツ,N0,ひざ,"đầu gối, lòng, quần, váy"
憧,SUNG,TÂM【心】,15,ショウ、トウ、ドウ,N0,あこが.れる,"khao khát, ao ước, thèm muốn, xem 憬"
頬,GIÁP,HIỆT【頁】,15,キョウ,N0,ほお、ほほ,gò má
賭,ĐỔ,BỐI【貝】,15,ト,N0,か.ける、かけ,"cá cược, đánh cuộc, sự cá cược"
謎,MÊ,NGÔN【言】,16,メイ、ベイ,N0,なぞ,"câu đố, báo cho biết"
稽,"KÊ,KHỂ",HÒA【禾】,16,ケイ、ケ,N0,とどま.る、とど.める、かんが.える,"cãi cọ, lưu lại, suy xét"
鍋,OA,KIM【金】,17,カ,N0,なべ,"cái chảo, ấm nước"
鍵,KIỆN,KIM【金】,17,ケン,N0,かぎ,khóa
瞳,ĐỒNG,MỤC【目】,17,ドウ、トウ,N0,ひとみ,"đồng tử, con ngươi"
闇,ÁM,MÔN【門】,17,アン、オン,N0,"くら.がる,やみくら.い",mờ tối
藤,ĐẰNG,THẢO【艸】,18,トウ、ドウ,N0,ふじ,"cây leo, loài mây"
蹴,XÚC,TÚC【足】,19,シュク、シュウ,N0,け.る,"đá, cự tuyệt"
亅,QUYẾT,QUYẾT【亅】,1,ケツ,N0,かぎ、はねぼう,"ngạnh, gai, lông tơ, gậy bọc lông, bộ gốc quyết"
丿,PHIỆT,PHIỆT【丿】,1,ヘツ,N0,の,bộ gốc phiệt
〆,MÊ,CHỦ【丶】,1,"",N0,しめ、しめ.て、し.める,"thêm lên, bó, gói, tổng cộng, cộng lại"
丶,CHỦ,CHỦ【丶】,1,チュ,N0,てん,"dấu chấm, bộ gốc chủ"
匕,"TRỦY,CHỦY",TRỦY【匕】,2,ヒ,N0,さじ、さじのひ,"cái thìa, bộ gốc trủy"
卩,TIẾT,TIẾT【卩】,2,セツ,N0,わりふ、ふしづくり,"con dấu, bộ gốc tiết"
冂,QUYNH,QUYNH【冂】,2,キョウ、ケイ,N0,けいがまえ、どうがまえ、まきがまえ、えながまえ,bộ gốc quynh
匚,PHƯƠNG,PHƯƠNG【匚　匸 】,2,ホウ,N0,はこがまえ,bộ gốc phương (hệ)
儿,NHÂN,NHÂN【儿】,2,ジン、ニン,N0,ひとあし、にんにょう,bộ gốc nhân (đứng)
乂,NGHỆ,PHIỆT【丿】,2,ガイ、カイ、ゲ,N0,おさ.める、か.る,"chinh phục, đánh bại, cắt cỏ"
乃,"NÃI,ÁI",PHIỆT【丿】,2,ナイ、ダイ、ノ,N0,すなわ.ち、なんじ、の,"hay là, đó là, câu nói biểu thị tình cảm không dứt khoát, chắc hẳn, đại từ nhân xưng ngôi thứ hai, mày, của"
冖,MỊCH,MỊCH【冖】,2,ベキ,N0,わかんむり,bộ gốc mịch
几,KỶ,KỶ【几】,2,キ,N0,"",bàn nhỏ
厶,"KHƯ,TƯ",KHƯ【厶】,2,シ、ボウ、ム,N0,わたくし、む,"tôi, ngôi thứ nhất, bộ gốc khư (tư)"
凵,KHẢM,KHẢM【凵】,2,カン,N0,かんにょう、うけばこ,bộ gốc khảm
々,KÉP,PHIỆT【丿】,2,"",N0,"",lặp lại chữ trước
匸,HỆ,HỆ【匸】,2,ケイ,N0,かくしがまえ,bộ gốc hệ (phương)
厂,HÁN,HÁN【厂】,2,カン,N0,かりがね、がんだれ,"ngỗng trời, vách đá nhô ra biển, bộ gốc hán"
亠,ĐẦU,ĐẦU【亠】,2,トウ,N0,なべぶた,"nắp ấm, bộ gốc đầu"
卜,BỐC,BỐC【卜】,2,ボク,N0,うらな.う、うら、うらない、ぼくのと,"bói toán, dự đoán, thuật bói toán, bộ gốc bốc"
冫,BĂNG,BĂNG【冫】,2,ヒョウ,N0,こおり、にすい,"băng đá, bộ gốc băng"
勹,BAO,BAO【勹】,2,ホウ,N0,つつ.む、つつみがまえ,"bao bọc, bộ gốc bao"
幺,YÊU,YÊU【幺】,3,ヨウ,N0,ちいさい、いとがしら,"nhỏ bé, bộ gốc yêu"
巛,XUYÊN,XUYÊN【川　巛】,3,セン,N0,かわ、まがりがわ,"sông, bộ gốc xuyên"
叉,XOA,HỰU【又】,3,サ、シャ、サイ,N0,また,"ngã ba đường, chạc ba cây"
盂,VU,MÃNH【皿】,3,ウ,N0,はち,cái bát
于,VU,NHẤT【一】,3,ウ、ク,N0,ここに、おいて、に、より、を,"ở đây, ở, trong, vào, so với, trợ từ"
囗,VI,VI【囗】,3,イ、コク,N0,くにがまえ,bộ gốc vi
巳,TỴ,KỶ【己】,3,シ,N0,み,"chi thứ 6, biểu tượng cho con rắn, thời gian từ 9-11am"
夂,TRUY,TRUY【夂】,3,チ,N0,しゅう、ふゆがしら,"đến sau, bộ gốc truy"
夊,TRUY,TRUY【夂】,3,スイ,N0,ゆき、すいにょう,"bước đi, bộ gốc truy"
屮,TRIỆT,TRIỆT【屮】,3,テツ,N0,くさのめ,bộ gốc triệt
彳,SÁCH,SÁCH【彳】,3,テキ,N0,たた.ずむ、ぎょうにんべん,"nấn ná, chậm trễ, bộ gốc sách"
彡,SAM,SAM【彡】,3,サン、セン,N0,さんづくり,"số 3, tóc được kết, bộ gốc sam"
孑,QUYẾT,QUYẾT【亅】,3,ケツ,N0,ひとり,"lăng quăng, bọ gậy, ấu trùng muỗi"
刄,NHẬN,ĐAO【刀】,3,ジン、ニン,N0,は、やいば、き.る,"mép, cạnh, lưỡi dao, kiếm, cắt"
兀,NGỘT,NHẤT【一】,3,コツ,N0,"","bốc cao, trụi lông, tóc, nguy hiểm"
广,NGHIỄM,NGHIỄM【广】,3,ゲン,N0,まだれ,bộ gốc nghiễm (yếm)
宀,MIÊN,MIÊN【宀】,3,ベン、メン,N0,うかんむり,bộ gốc miên
彑,KÝ,KÝ【ヨ】,3,ケイ、カイ,N0,けいがしら,đầu động vật
乞,KHẤT,ẤT【乙】,3,コツ、キツ、キ、キケ、コチ,N0,こ.う,"hỏi, van xin, yêu cầu, mời"
已,DĨ,KỶ【己】,3,イ,N0,や.む、すで.に、のみ、はなはだ,"dừng lại, hết, tồn tại, có sẵn, chỉ (có), rất (nhiều)"
弋,DẶC,DẶC【弋】,3,ヨク,N0,いぐるみ、しきがまえ,"bắn tên, bộ gốc dặc"
廴,DẪN,DÃN【廴】,3,イン,N0,いんにょう、えんにょう,bộ gốc dẫn
也,DÃ,CỔN【丨】,3,ヤ、エ,N0,なり、です,là (trợ từ)
廾,CỦNG,CỦNG【廾】,3,キョウ、ク,N0,にじゅう、にじゅうあし,"số 20, bộ gốc củng"
之,CHI,ĐẦU【亠】,3,シ,N0,これ、こ.の,"cái này (đại danh từ), này (tĩnh từ)"
巾,CÂN,CÂN【巾】,3,キン、フク,N0,おお.い、ちきり、きれ、はば,"khăn lau, cuộn dây treo, bề rộng"
个,CÁ,NHÂN【人】,3,カ、コ,N0,"","cá nhân, đếm vật"
夭,"YÊU,YỂU",PHIỆT【丿】,4,ヨウ、オウ、カ,N0,わか.い、わかじに、わざわい,"tai họa, chết yểu"
尤,VƯU,CHỦ【丶】,4,ユウ,N0,もっと.も、ゆう.なる,"vừa đúng, hợp lý, tự nhiên, tráng lệ, nổi bật"
毋,"VÔ,MƯU",MẪU【毋】,4,ブ、ム,N0,なかれ、ない,"bộ mẫu, chớ, đừng, không có"
无,VÔ,VÔ【无　旡】,4,ブ、ム,N0,なし、ない、むにょう,"không có gì, không, bộ gốc vô"
曰,VIẾT,VIẾT【曰】,4,エツ,N0,い.う、いわ.く、のたま.わく、ここに、ひらび,"nói, lý do, viện cớ, chỗ này, bộ gốc viết"
勿,VẬT,BAO【勹】,4,モチ、モッ、ブツ、ボツ,N0,なか.れ、なし,"đừng, chớ, không phải, không sợ, không"
云,VÂN,NHỊ【二】,4,ウン,N0,ゆ.う、い.う,"nói, gọi, tên là, vân vân"
从,"TÙNG,TÒNG",NHÂN【人】,4,ショウ、ジュウ、ジュ,N0,したが.う、したが.える、より,"theo, được chăm sóc, xem 従"
仄,TRẮC,HÁN【厂】,4,ソク,N0,ほの.めく、ほの.めかす,"vần trắc, thấy mờ, sáng mờ, gợi ý"
